"Band_1";"Band_2";"Band_3";"Band_4";"Band_5";"Band_7"
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;-0.00200000000000022;0
0;0;0;0;-0.00266666666666682;0
0;0;0;0;-0.005;0
0;0;0;0;0.00600000000000001;0
0;0;0;0;0.00577777777777772;0
0;0;0;0;-0.003;0
0;0;0;0;-0.00249999999999995;0
0;0;0;0;-0.00249999999999995;0
0;0;0;0;-0.00249999999999995;0
0;0;0;0;0.001;0
0;0;0;0;0.00116666666666665;0
0;0;0;0;0.013;0
0;0;0;0;0.0127142857142857;0
0;0;0;0;0.00600000000000001;0
0;0;0;0;0.012;0
0;0;0;0;0.0117777777777778;0
0;0;0;0;0.003;0
0;0;0;0;0.00316666666666665;0
0;0;0;0;0.0149999999999997;0
0;0;0;0;0.0143333333333331;0
0;0;0;0;0.0120000000000001;0
0;0;0;0;0.0121666666666667;0
0;0;0;0;0.024;0
0;0;0;0;0.024125;0
0;0;0;0;0.0400000000000005;0
0;0;0;0;0.041;0
0;0;0;0;0.041125;0
0;0;0;0;0.057;0
0;0;0;0;0.0571052631578947;0
0;0;0;0;0.076;0
0;0;0;0;0.0760952380952381;0
0;0;0;0;0.097;0
0;0;0;0;0.0970869565217391;0
0;0;0;0;0.12;0
0;0;0;0;0.120035714285714;0
0;0;0;0;0.176;0
0;0;0;0;0.176051282051282;0
0;0;0;0;0.215;0
0;0;0;0;0.215033898305085;0
0;0;0;0;0.274;0
0;0;0;0;0.274030769230769;0
0;0;0;0;0.339;0
0;0;0;0;0.393;0
0;0;0;0;0.393028985507246;0
0;0;0;0;0.462;0
0;0;0;0;0.462054054054054;0
0;0;0;0;0.499;0
0;0;0;0;0.499033898305085;0
0;0;0;0;0.558;0
0;0;0;0;0.55805;0
0;0;0;0;0.598;0
0;0;0;0;0.598055555555556;0
0;0;0;0;0.634;0
0;0;0;0;0.634060606060606;0
0;0;0;0;0.667;0
0;0;0;0;0.667054054054054;0
0;0;0;0;0.704;0
0;0;0;0;0.7041;0
0;0;0;0;0.724;0
0;0;0;0;0.724076923076923;0
0;0;0;0;0.75;0
0;0;0;0;0.750071428571429;0
0;0;0;0;0.778;0
0;0;0;0;0.778066666666667;0
0;0;0;0;0.808;0
0;0;0;0;0.808117647058824;0
0;0;0;0;0.825;0
0;0;0;0;0.825076923076923;0
0;0;0;0;0.851;0
0;0;0;0;0.851125;0
0;0;0;0;0.867;0
0;0;0;0;0.872;0
0;0;0;0;0.872166666666667;0
0;0;0;0;0.884;0
0;0;0;0;0.884111111111111;0
0;0;0;0;0.902;0
0;0;0;0;0.9;0
0;0;0;0;0.901;0
0;0;0;0;0.9006;0
0;0;0;0;0.896;0
0;0;0;0;0.898;0
0;0;0;0;0.897;0
0;0;0;0;0.896714285714286;0
0;0;0;0;0.89;0
0;0;0;0;0.890222222222222;0
0;0;0;0;0.899;0
0;0;0;0;0.898866666666667;0
0;0;0;0;0.884;0
0;0;0;0;0.88375;0
0;0;0;0;0.876;0
0;0;0;0;0.875777777777778;0
0;0;0;0;0.867;0
0;0;0;0;0.867333333333333;0
0;0;0;0;0.873;0
0;0;0;0;0.871;0
0;0;0;0;0.872;0
0;0;0;0;0.872285714285714;0
0;0;0;0;0.879;0
0;0;0;0;0.8786;0
0;0;0;0;0.874;0
0;0;0;0;0.873846153846154;0
0;0;0;0;0.861;0
0;0;0;0;0.86;0
0;0;0;0;0.859;0
0;0;0;0;0.859111111111111;0
0;0;0;0;0.877;0
0;0;0;0;0.878;0
0;0;0;0;0.879;0
0;0;0;0;0.8791;0
0;0;0;0;0.899;0
0;0;0;0;0.8985;0
0;0;0;0;0.898;0
0;0;0;0;0.893;0
0;0;0;0;0.893285714285714;0
0;0;0;0;0.9;0
0;0;0;0;0.899333333333333;0
0;0;0;0;0.897;0
0;0;0;0;0.8971;0
0;0;0;0;0.917;0
0;0;0;0;0.9175;0
0;0;0;0;0.921;0
0;0;0;0;0.9214;0
0;0;0;0;0.926;0
0;0;0;0;0.926666666666667;0
0;0;0;0;0.929;0
0;0;0;0;0.929125;0
0;0;0;0;0.945;0
0;0;0;0;0.946;0
0;0;0;0;0.947;0
0;0;0;0;0.949;0
0;0;0;0;0.948;0
0;0;0;0;0.948285714285714;0
0;0;0;0;0.955;0
0;0;0;0;0.954333333333333;0
0;0;0;0;0.952;0
0;0;0;0;0.952117647058824;0
0;0;0;0;0.969;0
0;0;0;0;0.968777777777778;0
0;0;0;0;0.96;0
0;0;0;0;0.961;0
0;0;0;0;0.962;0
0;0;0;0;0.961333333333333;0
0;0;0;0;0.959;0
0;0;0;0;0.959105263157895;0
0;0;0;0;0.978;0
0;0;0;0;0.977888888888889;0
0;0;0;0;0.96;0
0;0;0;0;0.9596;0
0;0;0;0;0.955;0
0;0;0;0;0.954333333333333;0
0;0;0;0;0.952;0
0;0;0;0;0.949999999999999;0
0;0;0;0;0.951;0
0;0;0;0;0.954;0
0;0;0;0;0.956999999999999;0
0;0;0;0;0.952;0
0;0;0;0;0.9525;0
0;0;0;0;0.956;0
0;0;0;0;0.955833333333333;0
0;0;0;0;0.944;0
0;0;0;0;0.943777777777778;0
0;0;0;0;0.935;0
0;0;0;0;0.934;0
0;0;0;0;0.933;0
0;0;0;0;0.9326;0
0;0;0;0;0.928;0
0;0;0;0;0.928142857142857;0
0;0;0;0;0.942;0
0;0;0;0;0.942333333333333;0
0;0;0;0;0.948;0
0;0;0;0;0.947666666666667;0
0;0;0;0;0.942;0
0;0;0;0;0.941777777777778;0
0;0;0;0;0.933;0
0;0;0;0;0.933181818181818;0
0;0;0;0;0.944;0
0;0;0;0;0.9445;0
0;0;0;0;0.948;0
0;0;0;0;0.947333333333333;0
0;0;0;0;0.945;0
0;0;0;0;0.944;0
0;0;0;0;0.943;0
0;0;0;0;0.94325;0
0;0;0;0;0.951;0
0;0;0;0;0.951230769230769;0
0;0;0;0;0.951461538461539;0
0;0;0;0;0.964;0
0;0;0;0;0.964666666666667;0
0;0;0;0;0.967;0
0;0;0;0;0.9675;0
0;0;0;0;0.971;0
0;0;0;0;0.971666666666667;0
0;0;0;0;0.974;0
0;0;0;0;0.974117647058824;0
0;0;0;0;0.991;0
0;0;0;0;0.9915;0
0;0;0;0;0.995;0
0;0;0;0;0.9955;0
0;0;0;0;0.999;0
0;0;0;0;0.998333333333334;0
0;0;0;0;0.996;0
0;0;0;0;0.995;0
0;0;0;0;0.994;0
0;0;0;0;0.994333333333333;0
0;0;0;0;1;0
0;0;0;0;0.999666666666667;0
0;0;0;0;0.994;0
0;0;0;0;0.993818181818182;0
0;0;0;0;0.983;0
0;0;0;0;0.983285714285714;0
0;0;0;0;0.99;0
0;0;0;0;0.989;0
0;0;0;0;0.988;0
0;0;0;0;0.987;0
0;0;0;0;0.9874;0
0;0;0;0;0.992;0
0;0;0;0;0.991666666666667;0
0;0;0;0;0.986;0
0;0;0;0;0.9856;0
0;0;0;0;0.981;0
0;0;0;0;0.982;0
0;0;0;0;0.983;0
0;0;0;0;0.982714285714286;0
0;0;0;0;0.976;0
0;0;0;0;0.978;0
0;0;0;0;0.97;0
0;0;0;0;0.969;0
0;0;0;0;0.968;0
0;0;0;0;0.96775;0
0;0;0;0;0.96;0
0;0;0;0;0.959875;0
0;0;0;0;0.944;0
0;0;0;0;0.943913043478261;0
0;0;0;0;0.921;0
0;0;0;0;0.920947368421053;0
0;0;0;0;0.883;0
0;0;0;0;0.882947368421053;0
0;0;0;0;0.845;0
0;0;0;0;0.844962962962963;0
0;0;0;0;0.791;0
0;0;0;0;0.790975;0
0;0;0;0;0.711;0
0;0;0;0;0.710972602739726;0
0;0;0;0;0.638;0
0;0;0;0;0.637967032967033;0
0;0;0;0;0.637934065934066;0
0;0;0;0;0.547;0
0;0;0;0;0.546976470588235;0
0;0;0;0;0.462;0
0;0;0;0;0.461971014492754;0
0;0;0;0;0.393;0
0;0;0;0;0.392970588235294;0
0;0;0;0;0.325;0
0;0;0;0;0.324965517241379;0
0;0;0;0;0.267;0
0;0;0;0;0.266963636363636;0
0;0;0;0;0.212;0
0;0;0;0;0.211945945945946;0
0;0;0;0;0.175;0
0;0;0;0;0.174939393939394;0
0;0;0;0;0.142;0
0;0;0;0;0.141935483870968;0
0;0;0;0;0.111;0
0;0;0;0;0.110925925925926;0
0;0;0;0;0.0839999999999999;0
0;0;0;0;0.0837142857142856;0
0;0;0;0;0.077;0
0;0;0;0;0.0768947368421052;0
0;0;0;0;0.0579999999999999;0
0;0;0;0;0.0577777777777778;0
0;0;0;0;0.049;0
0;0;0;0;0.0487142857142857;0
0;0;0;0;0.042;0
0;0;0;0;0.0413333333333334;0
0;0;0;0;0.0389999999999999;0
0;0;0;0;0.0386;0
0;0;0;0;0.034;0
0;0;0;0;0.0338571428571429;0
0;0;0;0;0.0200000000000005;0
0;0;0;0;0.0220000000000002;0
0;0;0;0;0.0210000000000004;0
0;0;0;0;0.0230000000000006;0
0;0;0;0;0.022;0
0;0;0;0;0.0218181818181818;0
0;0;0;0;0.0110000000000006;0
0;0;0;0;0.0130000000000003;0
0;0;0;0;0.012;0
0;0;0;0;0.01175;0
0;0;0;0;0.004;0
0;0;0;0;0.00450000000000006;0
0;0;0;0;0.00800000000000001;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0.00774999999999998;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0.00299999999999978
0;0;0;0;0;0.00259999999999994
0;0;0;0;0;-0.002
0;0;0;0;0;-0.00160000000000005
0;0;0;0;0;0.00299999999999989
0;0;0;0;0;0.0024999999999995
0;0;0;0;0;-0.00100000000000033
0;0;0;0;0;0.000999999999999446
0;0;0;0;0;2.22044604925031e-16
0;0;0;0;0;0.000500000000000167
0;0;0;0;0;0.004
0;0;0;0;0;0.00375000000000003
0;0;0;0;0;-0.004
0;0;0;0;0;-0.00366666666666648
0;0;0;0;0;-0.00366666666666648
0;0;0;0;0;-0.00366666666666648
0;0;0;0;0;-0.00366666666666648
0;0;0;0;0;0.002
0;0;0;0;0;0.00220000000000009
0;0;0;0;0;0.012
0;0;0;0;0;0.0113333333333334
0;0;0;0;0;0.00899999999999945
0;0;0;0;0;0.00799999999999956
0;0;0;0;0;0.0069999999999999
0;0;0;0;0;0.00750000000000006
0;0;0;0;0;0.011
0;0;0;0;0;0.0112222222222224
0;0;0;0;0;0.02
0;0;0;0;0;0.0193333333333334
0;0;0;0;0;0.0170000000000001
0;0;0;0;0;0.0171538461538462
0;0;0;0;0;0.03
0;0;0;0;0;0.0304000000000001
0;0;0;0;0;0.035
0;0;0;0;0;0.037
0;0;0;0;0;0.0372857142857143
0;0;0;0;0;0.044
0;0;0;0;0;0.0442857142857144
0;0;0;0;0;0.051
0;0;0;0;0;0.0511428571428571
0;0;0;0;0;0.0650000000000001
0;0;0;0;0;0.0651333333333333
0;0;0;0;0;0.08
0;0;0;0;0;0.08025
0;0;0;0;0;0.088
0;0;0;0;0;0.0881428571428572
0;0;0;0;0;0.0882857142857143
0;0;0;0;0;0.102064516129032
0;0;0;0;0;0.133
0;0;0;0;0;0.1330625
0;0;0;0;0;0.165
0;0;0;0;0;0.188
0;0;0;0;0;0.1880625
0;0;0;0;0;0.22
0;0;0;0;0;0.220045454545455
0;0;0;0;0;0.264
0;0;0;0;0;0.264038461538462
0;0;0;0;0;0.316
0;0;0;0;0;0.316039215686275
0;0;0;0;0;0.367
0;0;0;0;0;0.367037037037037
0;0;0;0;0;0.421
0;0;0;0;0;0.421031746031746
0;0;0;0;0;0.484
0;0;0;0;0;0.484028571428571
0;0;0;0;0;0.554
0;0;0;0;0;0.59
0;0;0;0;0;0.590025
0;0;0;0;0;0.67
0;0;0;0;0;0.670153846153846
0;0;0;0;0;0.670307692307692
0;0;0;0;0;0.683042553191489
0;0;0;0;0;0.73
0;0;0;0;0;0.730076923076923
0;0;0;0;0;0.756
0;0;0;0;0;0.756181818181818
0;0;0;0;0;0.767
0;0;0;0;0;0.767074074074074
0;0;0;0;0;0.767148148148148
0;0;0;0;0;0.7939
0;0;0;0;0;0.774
0;0;0;0;0;0.775
0;0;0;0;0;0.776
0;0;0;0;0;0.776153846153846
0;0;0;0;0;0.789
0;0;0;0;0;0.775
0;0;0;0;0;0.775222222222222
0;0;0;0;0;0.784
0;0;0;0;0;0.783666666666667
0;0;0;0;0;0.778
0;0;0;0;0;0.7778
0;0;0;0;0;0.768
0;0;0;0;0;0.767666666666667
0;0;0;0;0;0.761999999999999
0;0;0;0;0;0.76
0;0;0;0;0;0.761
0;0;0;0;0;0.761214285714286
0;0;0;0;0;0.761428571428571
0;0;0;0;0;0.761428571428571
0;0;0;0;0;0.775
0;0;0;0;0;0.774818181818182
0;0;0;0;0;0.764
0;0;0;0;0;0.7641
0;0;0;0;0;0.784
0;0;0;0;0;0.78425
0;0;0;0;0;0.792
0;0;0;0;0;0.792090909090909
0;0;0;0;0;0.814
0;0;0;0;0;0.8139
0;0;0;0;0;0.794
0;0;0;0;0;0.794064516129032
0;0;0;0;0;0.825
0;0;0;0;0;0.82475
0;0;0;0;0;0.817
0;0;0;0;0;0.816818181818182
0;0;0;0;0;0.806
0;0;0;0;0;0.819
0;0;0;0;0;0.820000000000001
0;0;0;0;0;0.821
0;0;0;0;0;0.821064516129032
0;0;0;0;0;0.852
0;0;0;0;0;0.8519
0;0;0;0;0;0.832
0;0;0;0;0;0.8325
0;0;0;0;0;0.836
0;0;0;0;0;0.836142857142857
0;0;0;0;0;0.85
0;0;0;0;0;0.8504
0;0;0;0;0;0.855
0;0;0;0;0;0.855285714285714
0;0;0;0;0;0.862
0;0;0;0;0;0.861777777777778
0;0;0;0;0;0.853
0;0;0;0;0;0.853111111111111
0;0;0;0;0;0.871
0;0;0;0;0;0.848
0;0;0;0;0;0.848058823529412
0;0;0;0;0;0.882
0;0;0;0;0;0.881714285714286
0;0;0;0;0;0.875
0;0;0;0;0;0.874866666666667
0;0;0;0;0;0.859999999999999
0;0;0;0;0;0.8595
0;0;0;0;0;0.856
0;0;0;0;0;0.856064516129032
0;0;0;0;0;0.887
0;0;0;0;0;0.886945945945946
0;0;0;0;0;0.85
0;0;0;0;0;0.850090909090909
0;0;0;0;0;0.872
0;0;0;0;0;0.879
0;0;0;0;0;0.878909090909091
0;0;0;0;0;0.857
0;0;0;0;0;0.85725
0;0;0;0;0;0.865
0;0;0;0;0;0.866
0;0;0;0;0;0.867
0;0;0;0;0;0.8675
0;0;0;0;0;0.871
0;0;0;0;0;0.871181818181818
0;0;0;0;0;0.882
0;0;0;0;0;0.881833333333333
0;0;0;0;0;0.869999999999999
0;0;0;0;0;0.867999999999999
0;0;0;0;0;0.869
0;0;0;0;0;0.873
0;0;0;0;0;0.8735
0;0;0;0;0;0.877
0;0;0;0;0;0.876777777777778
0;0;0;0;0;0.868
0;0;0;0;0;0.868166666666667
0;0;0;0;0;0.868333333333333
0;0;0;0;0;0.879333333333334
0;0;0;0;0;0.877
0;0;0;0;0;0.876714285714286
0;0;0;0;0;0.87
0;0;0;0;0;0.87025
0;0;0;0;0;0.878
0;0;0;0;0;0.879000000000001
0;0;0;0;0;0.88
0;0;0;0;0;0.879833333333333
0;0;0;0;0;0.868
0;0;0;0;0;0.881
0;0;0;0;0;0.880818181818182
0;0;0;0;0;0.87
0;0;0;0;0;0.869857142857143
0;0;0;0;0;0.856
0;0;0;0;0;0.856285714285714
0;0;0;0;0;0.856285714285714
0;0;0;0;0;0.856285714285714
0;0;0;0;0;0.863
0;0;0;0;0;0.862666666666666
0;0;0;0;0;0.857
0;0;0;0;0;0.856846153846154
0;0;0;0;0;0.844
0;0;0;0;0;0.844133333333333
0;0;0;0;0;0.859
0;0;0;0;0;0.858
0;0;0;0;0;0.857
0;0;0;0;0;0.8566
0;0;0;0;0;0.852
0;0;0;0;0;0.852142857142857
0;0;0;0;0;0.866000000000001
0;0;0;0;0;0.867
0;0;0;0;0;0.868
0;0;0;0;0;0.867833333333333
0;0;0;0;0;0.867833333333333
0;0;0;0;0;0.867833333333333
0;0;0;0;0;0.856
0;0;0;0;0;0.847
0;0;0;0;0;0.847142857142857
0;0;0;0;0;0.847285714285714
0;0;0;0;0;0.863
0;0;0;0;0;0.862
0;0;0;0;0;0.861909090909091
0;0;0;0;0;0.84
0;0;0;0;0;0.840125
0;0;0;0;0;0.856
0;0;0;0;0;0.855888888888889
0;0;0;0;0;0.855777777777778
0;0;0;0;0;0.838111111111111
0;0;0;0;0;0.856
0;0;0;0;0;0.837
0;0;0;0;0;0.8376
0;0;0;0;0;0.8382
0;0;0;0;0;0.842
0;0;0;0;0;0.826
0;0;0;0;0;0.826111111111111
0;0;0;0;0;0.844
0;0;0;0;0;0.843882352941176
0;0;0;0;0;0.827
0;0;0;0;0;0.827133333333333
0;0;0;0;0;0.842
0;0;0;0;0;0.8419
0;0;0;0;0;0.822
0;0;0;0;0;0.822095238095238
0;0;0;0;0;0.843
0;0;0;0;0;0.8429
0;0;0;0;0;0.823
0;0;0;0;0;0.823064516129032
0;0;0;0;0;0.854
0;0;0;0;0;0.839
0;0;0;0;0;0.839142857142857
0;0;0;0;0;0.839285714285714
0;0;0;0;0;0.855
0;0;0;0;0;0.854
0;0;0;0;0;0.854181818181818
0;0;0;0;0;0.865
0;0;0;0;0;0.86525
0;0;0;0;0;0.873
0;0;0;0;0;0.8725
0;0;0;0;0;0.869
0;0;0;0;0;0.8685
0;0;0;0;0;0.865
0;0;0;0;0;0.865071428571428
0;0;0;0;0;0.893
0;0;0;0;0;0.892333333333333
0;0;0;0;0;0.892333333333333
0;0;0;0;0;0.89
0;0;0;0;0;0.890125
0;0;0;0;0;0.906
0;0;0;0;0;0.906111111111111
0;0;0;0;0;0.924
0;0;0;0;0;0.9235
0;0;0;0;0;0.92
0;0;0;0;0;0.920999999999999
0;0;0;0;0;0.922
0;0;0;0;0;0.922117647058824
0;0;0;0;0;0.939
0;0;0;0;0;0.938913043478261
0;0;0;0;0;0.916
0;0;0;0;0;0.916083333333333
0;0;0;0;0;0.94
0;0;0;0;0;0.93
0;0;0;0;0;0.930166666666667
0;0;0;0;0;0.942
0;0;0;0;0;0.942133333333333
0;0;0;0;0;0.957
0;0;0;0;0;0.956333333333333
0;0;0;0;0;0.954
0;0;0;0;0;0.953333333333333
0;0;0;0;0;0.951
0;0;0;0;0;0.951666666666667
0;0;0;0;0;0.954
0;0;0;0;0;0.954166666666667
0;0;0;0;0;0.966
0;0;0;0;0;0.966222222222222
0;0;0;0;0;0.975
0;0;0;0;0;0.9752
0;0;0;0;0;0.985
0;0;0;0;0;0.984857142857143
0;0;0;0;0;0.971
0;0;0;0;0;0.973
0;0;0;0;0;0.972333333333334
0;0;0;0;0;0.97
0;0;0;0;0;0.970086956521739
0;0;0;0;0;0.993
0;0;0;0;0;0.993666666666666
0;0;0;0;0;0.996
0;0;0;0;0;0.995846153846154
0;0;0;0;0;0.983
0;0;0;0;0;0.982818181818182
0;0;0;0;0;0.972
0;0;0;0;0;0.972071428571428
0;0;0;0;0;1
0;0;0;0;0;0.999000000000001
0;0;0;0;0;0.998
0;0;0;0;0;0.997925925925926
0;0;0;0;0;0.971
0;0;0;0;0;0.968
0;0;0;0;0;0.966
0;0;0;0;0;0.967
0;0;0;0;0;0.9666
0;0;0;0;0;0.962
0;0;0;0;0;0.961846153846154
0;0;0;0;0;0.949
0;0;0;0;0;0.948923076923077
0;0;0;0;0;0.923
0;0;0;0;0;0.923333333333333
0;0;0;0;0;0.929
0;0;0;0;0;0.928833333333333
0;0;0;0;0;0.917
0;0;0;0;0;0.934
0;0;0;0;0;0.933935483870968
0;0;0;0;0;0.903
0;0;0;0;0;0.903086956521739
0;0;0;0;0;0.926
0;0;0;0;0;0.9258
0;0;0;0;0;0.916
0;0;0;0;0;0.916076923076923
0;0;0;0;0;0.942
0;0;0;0;0;0.941888888888889
0;0;0;0;0;0.924
0;0;0;0;0;0.9235
0;0;0;0;0;0.92
0;0;0;0;0;0.919964912280702
0;0;0;0;0;0.863
0;0;0;0;0;0.862948717948718
